company,name,sector,sector_name,scope1,scope2,emissions,market_value,revenues,carbon_footprint,intensity
kmb,KIMBERLY-CLARK,30,Consumer Staples,2091.867,2441.19,4533.057000000001,46594.13,18486.0,97.2881562548759,245.21567672833498
kmi,KINDER MORGAN,10,Energy,,,,45639.02,14144.0,,
lhx,L3HARRIS TECHNOLOGIES,20,Industrial,0.66346,154.401,155.06446,43390.56,6182.0,3.573691143880144,25.08321902296991
adsk,AUTODESK,45,IT,2.27,13.206,15.475999999999999,39143.86,2569.8,0.395362133422713,6.02225854152074
dg,DOLLAR GENERAL,25,Consumer Discretionary,,,,39610.69,25625.043,,
eog,EOG RES.,10,Energy,4584.4065,,,44627.11,17007.571,,
exc,EXELON,55,Util,10200.499,6520.843,16721.342,42870.0,35985.0,390.04763237695363,464.6753369459497
fdx,FEDEX,20,Industrial,14028.692,1094.109,15122.801,43021.47,69693.0,351.5175329899234,216.99167778686524
lrcx,LAM RESEARCH,45,IT,26.48259,53.068391,79.550981,41303.95,9653.559,1.9259896692689198,8.240585777742695
mco,MOODY'S,40,Financial,0.157,16.938,17.095,44241.47,4442.7,0.38640216972898955,3.847885294978279
pgr,PROGRESSIVE OHIO,40,Financial,,,,42496.75,31954.7,,
rost,ROSS STORES,25,Consumer Discretionary,,,,42123.5,14983.541,,
sre,SEMPRA EN.,55,Util,5113.005,247.314,5360.319,41407.68,11687.0,129.45229000996918,458.656541456319
afl,AFLAC,40,Financial,3.436,11.718,15.154,39563.56,21758.0,0.3830292319498043,0.6964794558323375
bax,BAXTER INTL.,35,Health Care,295.0,424.0,719.0,42636.51,11127.0,16.863481556065448,64.61759683652376
dow,DOW ORD SHS,15,Materials,25760.54,8814.966,34575.506,40374.45,49852.0,856.3709474680152,693.563066677365
etn,EATON,20,Industrial,150.674,740.493,891.167,39045.63,21609.0,22.823732130842814,41.24054791984821
khc,KRAFT HEINZ,30,Consumer Staples,709.692,756.918,1466.6100000000001,39003.88,26268.0,37.601643733905455,55.832571950662405
mpc,MARATHON PETROLEUM,10,Energy,36400.0,8000.0,44400.0,38309.97,96504.0,1158.9672348999488,460.084556080577
regn,REGENERON PHARMS.,35,Health Care,48.8,32.9,81.69999999999999,40173.47,6710.8,2.0336804363675824,12.174405436013588
syy,SYSCO,30,Consumer Staples,968.831,301.0,1269.8310000000001,42486.58,60113.922,29.887813987381428,21.1237423503993
vlo,VALERO ENERGY,10,Energy,,,,38819.01,111407.0,,
ctsh,COGNIZANT TECH.SLTN.'A',45,IT,,,,33823.14,16125.0,,
dal,DELTA AIR LINES,20,Industrial,35782.448,296.269,36078.717,36663.85,44438.0,984.0406013007363,811.8888563841756
oxy,OCCIDENTAL PTL.,10,Energy,11300.0,4200.0,15500.0,34169.39,17824.0,453.6223795625266,869.6140035906643
psa,PUBLIC STORAGE,60,Real Estate,,,,35678.48,2754.28,,
trv,TRAVELERS COS.,40,Financial,26.64,28.25,54.89,35002.67,30282.0,1.5681660856157544,1.812627963806882
all,ALLSTATE ORD SHS,40,Financial,53.818,91.209,145.027,35748.56,39815.0,4.056862709994473,3.6425216626899406
msci,MSCI,40,Financial,,,,22012.05,1433.984,,
rop,ROPER TECHNOLOGIES,20,Industrial,,,,36082.09,5191.2,,
well,WELLTOWER,60,Real Estate,7.683,171.805,179.488,32067.17,4700.499,5.597251020280243,38.18488207315861
ebay,EBAY,25,Consumer Discretionary,28.36918,157.495438,185.864618,28725.56,10746.0,6.470356644048019,17.296167690303367
es,EVERSOURCE ENERGY,55,Util,713.397,542.57,1255.967,26176.1,8448.201,47.98144108557043,148.66679900253325
gis,GENERAL MILLS,30,Consumer Staples,324.749,638.985,963.734,31222.98,16865.2,30.866176130529503,57.143348433460616
hpq,HP,45,IT,69.94,301.578,371.518,29688.59,58756.0,12.513831071128672,6.323064878480495
jci,JOHNSON CONTROLS INTL.,20,Industrial,964.378,1423.391,2387.7690000000002,32407.33,23968.0,73.6799051325734,99.62320594125501
mnst,MONSTER BEVERAGE,30,Consumer Staples,,,,33913.28,3807.183,,
orly,O REILLY AUTOMOTIVE,25,Consumer Discretionary,,,,33380.71,9536.428,,
sti,SUNTRUST BANKS,40,Financial,,,,31140.52,,,
vfc,V F,25,Consumer Discretionary,72.529,161.006,233.535,37285.52,13848.66,6.263423441593413,16.863364397710683
xel,XCEL ENERGY,55,Util,47192.1,846.253875,48038.353875,32903.26,11537.0,1459.9876691549712,4163.851423680333
yum,YUM! BRANDS,25,Consumer Discretionary,107.301898,351.4425,458.744398,30194.79,5688.0,15.192832869511594,80.65126547116736
aph,AMPHENOL 'A',45,IT,67.197,278.786,345.983,32027.03,8202.0,10.802843722942779,42.18276030236528
ea,ELECTRONIC ARTS,50,Communication Services,,,,30684.05,4950.0,,
hlt,HILTON WORLDWIDE HDG.,25,Consumer Discretionary,505.64,1811.065,2316.705,30056.0,8906.0,77.07961804631354,260.1285650123512
nem,NEWMONT GOLDCORP,15,Materials,3083.909,1602.45,4686.359,33711.75,7253.0,139.01262912782636,646.1269819385083
payx,PAYCHEX,45,IT,,,,30332.19,3772.5,,
luv,SOUTHWEST AIRLINES,20,Industrial,20148.91,57.634,20206.543999999998,28676.79,21965.0,704.6306089349608,919.9428181197359
stt,STATE STREET,40,Financial,9.68,78.678,88.358,29242.57,12973.0,3.021553851115001,6.810914977260465
trow,T ROWE PRICE GROUP,40,Financial,1.33138,28.84433,30.17571,29291.45,5372.6,1.0301883314072877,5.616593455682536
tel,TE CONNECTIVITY,45,IT,162.833,466.651,629.484,31591.12,13448.0,19.92597919921801,46.808744794765026
tdg,TRANSDIGM GROUP,20,Industrial,,,,30392.97,5223.203,,
azo,AUTOZONE,25,Consumer Discretionary,,,,29329.73,11863.743,,
avb,AVALONBAY COMMNS.,60,Real Estate,19.008,62.243,81.251,29211.66,2284.535,2.7814578151327245,35.565662158820075
bby,BEST BUY,25,Consumer Discretionary,219.636,413.25,632.886,22086.64,42879.0,28.654698043704247,14.759812495627228
stz,CONSTELLATION BRANDS 'A',30,Consumer Staples,237.576,66.267,303.84299999999996,30114.52,8116.0,10.0895846920356,37.4375308033514
eqr,EQUITY RESD.TST.PROPS. SHBI,60,Real Estate,81.08899689,51.99399948,133.08299637,30369.36,2578.434,4.382146886533005,51.61388516052766
info,IHS MARKIT,20,Industrial,0.552,18.178,18.73,29689.14,4009.2,0.6308704125481573,4.6717549635837585
klac,KLA,45,IT,2.322,17.747,20.069,27055.45,4568.904,0.7417729145144508,4.392519518904314
lyb,LYONDELLBASELL INDS.CL.A,15,Materials,13928.0,9017.0,22945.0,31330.6,39004.0,732.3511199913185,588.2729976412676
pcar,PACCAR,20,Industrial,109.976,165.487,275.46299999999997,28690.21,23495.7,9.60128908083977,11.723975025217378
ppg,PPG INDUSTRIES,15,Materials,474.0,693.0,1167.0,31629.29,15374.0,36.896180723626735,75.90737608950175
peg,PUB.SER.ENTER.GP.,55,Util,12080.838,962.34575,13043.18375,29584.99,9696.0,440.87166329953124,1345.2128455033003
rsg,REPUBLIC SVS.'A',20,Industrial,13486.262,261.044,13747.306,28269.84,10040.9,486.2887798445269,1369.1308548038523
tsn,TYSON FOODS 'A',30,Consumer Staples,3044.704,2597.619,5642.323,25831.56,42405.0,218.42749721658313,133.05796486263412
alxn,ALEXION PHARMS.,35,Health Care,,,,24888.55,4131.2,,
adm,ARCHER DANIELS MIDLAND,30,Consumer Staples,14612.0,2858.9,17470.9,25000.78,64341.0,698.8141969970538,271.53603456582897
cnc,CENTENE,35,Health Care,,,,24215.34,60116.0,,
ctas,CINTAS,20,Industrial,,,,26832.29,6892.303,,
ed,CONSOLIDATED EDISON,55,Util,3068.0,1240.0,4308.0,29094.3,12337.0,148.07024056258442,349.19348301856206
dlr,DIGITAL REALTY TST.,60,Real Estate,11.067,1769.637,1780.704,23933.96,3046.478,74.40072599770369,584.5123450751984
dfs,DISCOVER FINCIAL SVS.,40,Financial,,,,27077.38,12848.0,,
flt,FLEETCOR TECHNOLOGIES,45,IT,,,,26166.26,2433.492,,
iqv,IQVIA HOLDINGS,35,Health Care,36.784,51.679,88.463,28191.7,10412.0,3.1379093846770503,8.496254321936227
mchp,MICROCHIP TECH.,45,IT,488.044,209.819,697.8629999999999,24652.93,5349.5,28.30750746462996,130.45387419384988
msi,MOTOROLA SOLUTIONS,45,IT,10.65,87.6,98.25,27751.29,7343.0,3.5403759609012773,13.380089881519815
oke,ONEOK,10,Energy,2900.0,2100.0,5000.0,30118.0,12593.196,166.01367952719303,397.03979831648775
sbac,SBA COMMS.,60,Real Estate,,,,25678.67,1865.695,,
wmb,WILLIAMS,10,Energy,10480.0,1096.0,11576.0,27452.9,8686.0,421.66765624032433,1332.7193184434723
wltw,WILLIS TOWERS WATSON,40,Financial,,,,25511.39,8513.0,,
xlnx,XILINX,45,IT,1.493,25.533,27.026,24276.66,3059.04,1.1132503400385392,8.83479784507558
zbh,ZIMMER BIOMET HDG.,35,Health Care,9.346,127.916,137.262,30319.92,7932.9,4.527122762856894,17.302877888288016
a,AGILENT TECHS.,35,Health Care,8.196,51.856,60.052,26245.95,5163.0,2.288048251254003,11.631222157660275
ccl,CARNIVAL,25,Consumer Discretionary,10642.209,45.437,10687.646,24718.88,20825.0,432.36772863495435,513.2122929171669
cmg,CHIPOTLE MEXN.GRILL,25,Consumer Discretionary,,,,22547.46,4864.985,,
glw,CORNING,45,IT,,,,22496.46,11290.0,,
cmi,CUMMINS,20,Industrial,304.806,540.666,845.472,28324.29,23771.0,29.849715562155307,35.5673720079088
dte,DTE ENERGY,55,Util,31857.0,1715.0,33572.0,23999.67,14212.0,1398.8525675561375,2362.2291021671826
hrl,HORMEL FOODS,30,Consumer Staples,960.825,507.73,1468.555,24250.32,9497.317,60.55816995404597,154.62840715962207
k,KELLOGG,30,Consumer Staples,540.275,765.5045,1305.7795,22577.02,13547.0,57.836663120287795,96.38883147560347
mck,MCKESSON,35,Health Care,124.911,178.385,303.296,25934.43,214319.0,11.694723963472494,1.4151615115785348
ndaq,SDAQ,40,Financial,0.0,14.435,14.435,17068.47,2526.0,0.8457114199456659,5.714568487727633
ntrs,NORTHERN TRUST,40,Financial,2.637,36.809,39.446,23281.55,6658.9,1.6943029995855088,5.923801228431122
o,REALTY INCOME,60,Real Estate,,,,23837.71,1327.838,,
rcl,ROYAL CARIBBEAN CRUISES,25,Consumer Discretionary,4225.453,9.317,4234.77,26201.78,9493.849,161.6214623586642,446.0540714308812
wec,WEC ENERGY GROUP,55,Util,30206.3,3138.0,33344.3,28004.38,7679.5,1190.6816005210615,4341.9884107038215
ame,AMETEK,20,Industrial,,,,22699.26,4845.872,,
bf/b,BROWN-FORMAN 'B',30,Consumer Staples,99.053422,68.997602,168.05102399999998,19538.23,3324.0,8.601138588295868,50.55686642599277
cern,CERNER,35,Health Care,,,,22558.46,5366.325,,
dltr,DOLLAR TREE,25,Consumer Discretionary,,,,21903.09,22823.3,,
eix,EDISON INTL.,55,Util,1100.0,1100.0,2200.0,25622.04,12657.0,85.86357682682565,173.81686023544285
etr,ENTERGY,55,Util,,,,23278.99,11009.452,,
fast,FASTEL,20,Industrial,,,,21593.29,4965.1,,
fe,FIRSTENERGY,55,Util,42474.08,54.019,42528.099,25853.91,11261.0,1644.9387732841958,3776.582807921144
ftv,FORTIVE,20,Industrial,34.845,67.582,102.42699999999999,25578.2,6452.7,4.004464739504734,15.873510313512172
hig,HARTFORD FINL.SVS.GP.,40,Financial,14.769,21.206,35.975,22086.61,18955.0,1.628814924517615,1.8979161171194938
hsy,HERSHEY,30,Consumer Staples,114.928,195.886,310.81399999999996,21774.53,7791.069,14.274200177914286,39.893626920772995
hes,HESS,10,Energy,3723.444,423.703,4147.147,19312.28,6323.0,214.74144948188408,655.8828087932943
hpe,HEWLETT PACKARD ENTER.,45,IT,77.303,391.122,468.425,21411.85,29135.0,21.876904611231634,16.07774154796636
ppl,PPL,55,Util,28587.424,504.517,29091.941,24293.91,7785.0,1197.4993321371487,3736.9224149004494
rok,ROCKWELL AUTOMATION,20,Industrial,32.225,91.688,123.91300000000001,23741.43,6694.8,5.2192728070718575,18.508842683874054
swk,STANLEY BLACK & DECKER,20,Industrial,114.274,334.982,449.25600000000003,25501.5,13982.4,17.61684606787836,32.1301064194988
syf,SYNCHRONY FINCIAL,40,Financial,,,,24355.01,18253.0,,
snps,SYNOPSYS,45,IT,,,,20420.94,3360.694,,
twtr,TWITTER,50,Communication Services,,,,23523.61,3042.359,,
ual,UNITED AIRLINES HOLDINGS,20,Industrial,32429.264,331.527,32760.790999999997,22386.77,41303.0,1463.3996329081863,793.1818754085659
vrsn,VERISIGN,45,IT,,,,22304.2,1214.969,,
vrsk,VERISK ALYTICS CL.A,20,Industrial,4.60794,11.776,16.38394,24156.05,2395.1,0.6782541019744536,6.8406079078117825
awk,AMERICAN WATER WORKS,55,Util,61.577,528.945,590.522,21409.32,3440.0,27.582473427460567,171.66337209302327
abc,AMERISOURCEBERGEN,35,Health Care,37.500699,85.882242,123.382941,17871.97,179589.121,6.903712405515452,0.6870290378001237
anss,ANSYS,45,IT,,,,21133.32,1293.636,,
aptv,APTIV,25,Consumer Discretionary,19.458609,372.218594,391.677203,24459.14,14435.0,16.013531260706635,27.133855420852097
bll,BALL,15,Materials,452.811,944.704,1397.5149999999999,20743.28,11635.0,67.37193924972327,120.11302105715512
bxp,BOSTON PROPERTIES,60,Real Estate,11.065,209.517,220.582,20894.02,2717.076,10.557183347196949,81.18359589499889
cprt,COPART,20,Industrial,,,,20567.53,2041.957,,
dhi,D R HORTON,25,Consumer Discretionary,,,,20031.29,17592.9,,
fitb,FIFTH THIRD BANCORP,40,Financial,12.116,94.617,106.733,22347.43,7973.0,4.7760749222617545,13.38680546845604
frc,FIRST REPUBLIC BANK,40,Financial,,,,19449.76,3575.051,,
idxx,IDEXX LABORATORIES,35,Health Care,,,,21606.91,2213.242,,
key,KEYCORP,40,Financial,13.671,47.273,60.944,20083.29,7393.0,3.034562564201383,8.243473556066549
kr,KROGER,30,Consumer Staples,2791.304,4035.72425,6827.02825,22605.71,121162.0,302.0045930873217,56.34628225021047
mtb,M&T BANK,40,Financial,,,,22694.49,6454.711,,
mkc,MCCORMICK & COMPANY NV.,30,Consumer Staples,27.949,89.047,116.996,20569.41,5408.9,5.687863677178878,21.630276026548838
pxd,PIONEER NTRL.RES.,10,Energy,,,,23115.97,8817.0,,
are,ALEXANDRIA RLST.EQTIES.,60,Real Estate,,,,18061.4,1327.459,,
algn,ALIGN TECHNOLOGY,35,Health Care,,,,21152.59,1966.492,,
amp,AMERIPRISE FINL.,40,Financial,1.72725,16.950279,18.677529,21339.33,12924.0,0.8752631408764943,1.4451817548746517
cdns,CADENCE DESIGN SYS.,45,IT,,,,18766.05,2138.022,,
cfg,CITIZENS FINCIAL GROUP,40,Financial,11.482,41.392,52.874,17632.19,7354.0,2.998719954809925,7.189828664672287
clx,CLOROX,30,Consumer Staples,74.835,199.264,274.099,19109.15,6214.0,14.343861448573064,44.10991309945285
ess,ESSEX PROPERTY TST.,60,Real Estate,,,,19844.33,1400.053,,
hal,HALLIBURTON,10,Energy,1837.736,260.784,2098.52,21330.64,23995.0,98.38054554387492,87.45655344863513
peak,HEALTHPEAK PROPERTIES,60,Real Estate,50.551,267.191,317.74199999999996,16476.59,1846.689,19.284451455064424,172.060373999087
incy,INCYTE,35,Health Care,,,,19999.63,1881.883,,
keys,KEYSIGHT TECHNOLOGIES,45,IT,8.5209,67.0893,75.61019999999999,20127.11,4303.0,3.75663470811259,17.5715082500581
l,LOEWS,40,Financial,,,,15196.16,14066.0,,
rmd,RESMED,35,Health Care,,,,21891.45,2606.572,,
tif,TIFFANY & CO,25,Consumer Discretionary,3.124,40.201,43.325,16020.79,4442.1,2.7042986020040214,9.753269849845793
vtr,VENTAS,60,Real Estate,77.502992,363.660781,441.163773,20556.39,3745.81,21.461150182498,117.77526703169674
wy,WEYERHAEUSER,60,Real Estate,430.0,700.0,1130.0,22018.96,7476.0,51.31940836442775,151.15034777956126
cbre,CBRE GROUP CLASS A,60,Real Estate,46.057,25.01,71.06700000000001,19736.96,21340.088,3.60070649177989,3.3302111968797887
cdw,CDW,45,IT,,,,19655.52,16240.5,,
chd,CHURCH & DWIGHT CO.,30,Consumer Staples,80.596,91.744,172.34,17067.7,4145.9,10.097435506834547,41.568778793506844
cinf,CINCINTI FINL.,40,Financial,17.22415,16.52908,33.75323,17347.05,5407.0,1.9457619595262596,6.242506010726836
cms,CMS ENERGY,55,Util,13046.393,56.659,13103.052,17249.11,6873.0,759.6364102263826,1906.453077258839
ctva,CORTEVA,15,Materials,,,,20191.85,14287.0,,
ftnt,FORTINET,45,IT,,,,17855.92,1801.2,,
fcx,FREEPORT-MCMORAN,15,Materials,1792.267,3115.658,4907.925,18948.95,18628.0,259.00775504711345,263.4703135065493
grmn,GARMIN,25,Consumer Discretionary,,,,18588.21,3347.444,,
mlm,MARTIN MRTA.MATS.,15,Materials,,,,17189.52,4244.265,,
mxim,MAXIM INTEGRATED PRDS.,45,IT,43.736,50.60563,94.34163,16090.43,2314.329,5.86321372393404,40.76413941146656
mtd,METTLER TOLEDO INTL.,35,Health Care,29.749,33.279,63.028000000000006,18884.72,2935.586,3.3375130793572794,21.470329944345014
rf,REGIONS FINL.NEW,40,Financial,5.092,105.978,111.07,16804.01,6412.0,6.609731843768244,17.32220835932626
swks,SKYWORKS SOLUTIONS,45,IT,,,,18995.13,3376.8,,
vmc,VULCAN MATERIALS,15,Materials,592.159,330.0,922.159,18859.21,4382.869,48.89701106249944,210.40076716871985
gww,WW GRAINGER,20,Industrial,38.6,83.959,122.559,18249.89,11221.0,6.715602121437445,10.922288566081455
amcr,AMCOR,15,Materials,357.318,1222.218,1579.536,17303.12,9458.2,91.2861957843441,167.00175509082067
aee,AMEREN,55,Util,30200.376,68.388,30268.764,18380.88,6291.0,1646.7527126013551,4811.439198855508
